ticker,name,sector,industry,description,source
RIIL,Reliance Industrial Infrastructure Ltd,Industrials,Engineering & Construction,"Reliance Industrial Infrastructure Limited is mainly engaged in the business of setting up/operating industrial infrastructure. It is a Reliance Group Company (RIL holdings 45.43%). The Company has its operations mainly in the Mumbai and the Rasayani regions of Maharashtra, Surat, and Jamnagar belts of Gujarat.",screener
RISHABH,Rishabh Instruments Ltd,Technology,Scientific & Technical Instruments,"Rishabh Instruments limited, with an experience of nearly three decades is an organization that has built its core competence in manufacturing, design and development of Test and Measuring Instruments and Industrial Control Products on strong fundamentals; in terms of people, infrastructure and financials. The company provides a hands-on, value driven, professional environment considering people its most important asset.",screener
RITCO,Ritco Logistics Ltd,Industrials,Integrated Freight & Logistics,"Incorporated in 2001, Ritco Logistics Ltd is engaged in Transportation activities",screener
RITES,Rites Ltd,Industrials,Engineering & Construction,"Established in 1974, RITES Limited is a public sector enterprise and a leading player in the transport consultancy and engineering sector in India, having diversified services and geographical reach. The company is the only export arm of Indian Railways for providing rolling stock overseas (other than Thailand, Malaysia and Indonesia).",screener
RKDL,Ravikumar Distilleries Ltd,Consumer Defensive,Beverages - Wineries & Distilleries,"Incorporated in 1993, Ravikumar Distilleries Ltd manufactures and sells Indian Manufactured Foreign Liquor",screener
RKEC,RKEC Projects Ltd,Industrials,Engineering & Construction,"Incorporated in 2005, RKEC Projects Ltd is in the business of Civil and Defence Construction",screener
RKFORGE,Ramkrishna Forgings Ltd,Industrials,Metal Fabrication,"Ramkrishna Forgings Ltd is primarily engaged in manufacturing and sale of forged components of automobiles, railway wagons & coaches and engineering parts. It is the 2nd largest forging player in India.",screener
RKSWAMY,R K Swamy Ltd,Communication Services,Advertising Agencies,"Incorporated in 1973, R K Swamy Ltd is in the business of providing a variety of Marketing Services",screener
RMC,RMC Switchgears Ltd,Industrials,Electrical Equipment & Parts,"Incorporated in 1994, RMC Switchgears Ltd is in the business of Switchgear Engineering, ECI contracts for power distribution/ transmission sector",screener
RMDRIP,R M Drip & Sprinklers Systems Ltd,Industrials,Farm & Heavy Construction Machinery,"Incorporated in 1996, R M Drip & Sprinklers Systems Ltd manufactures micro irrigation systems",screener
RML,Rane (Madras) Ltd,Consumer Cyclical,Auto Parts,"Established in 1960, Rane (Madras) Limited (RML) is part of the Rane Group of Companies, a leading auto component group based out of Chennai. RML has two divisions namely Steering and Linkages Division (SLD) and Light Metal Casting India Division (LMCI). Through its overseas subsidiary Rane Light Metal Castings Inc. (RLMCA), RML manufactures high pressure light metal casting components from its facility in Kentucky, USA.",screener
RNBDENIMS,R&B Denims Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 2010, R&B Denims Ltd manufactures and sells quality Denim Textile products",screener
ROHLTD,Royal Orchid Hotels Ltd,Consumer Cyclical,Lodging,"Incorporated in 1986, Royal Orchid Hotels Ltd operates and manages hotels/ resorts and provides related services, through its portfolio of hotel properties",screener
ROLEXRINGS,Rolex Rings Ltd,Industrials,Metal Fabrication,"Rolex Rings is a leading manufacturer of forged and machined components in India and is one of the top 5 forging companies in India. The company is a Global supplier of hot rolled forged, machined bearing rings and automotive components for various segments of vehicles, Industrial Machinery, Wind Turbines and Railways",screener
ROLLT,Rollatainers Ltd,Real Estate,Real Estate Services,"Incorporated in 1972, Rollatainers Ltd provides integrated packaging solution, with business in research, manufacturing and marketing of Lined and mono Cartons and Packaging Machines",screener
ROML,Raj Oil Mills Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 1943, Raj Oil Mills Ltd does manufacturing and trading of edible oils",screener
ROSSARI,Rossari Biotech Ltd,Basic Materials,Specialty Chemicals,Rossari Biotech was started in 2003. They are among the largest manufacturers of textile specialty chemicals in India.,screener
ROSSELLIND,Rossell India Ltd,Industrials,Conglomerates,"Rossell India Ltd was incorporated in 1994 by Mr. H.M. Gupta as Rossell Tea Ltd. It added Aviation and Defence manufacturing and service capabilities for its growth. On 19th April 2011, the company named itself Rossell India Ltd to represent its diverse business. The company has two divisions, namely Tea and Aerospace Defence (Engineering, Manufacturing, and Services). It has spent 27 years in the Tea division and 9 years in the A&D division. The company’s promoter has around three decades of experience in the tea industry. In FY 2013, the company entered the hospitality division but was discontinued from October 1, 2019.",screener
ROSSTECH,Rossell Techsys Ltd,Industrials,Aerospace & Defense,"Incorporated in 2020, Rossell Techsys Inc Ltd is in the business of aerospace and defence",screener
ROTO,Roto Pumps Ltd,Industrials,Specialty Industrial Machinery,"Roto Pumps Ltd was incorporated in 1968. Roto Pumps is the pioneer manufacturer of Progressive Cavity Pumps in India, renowned for providing efficient and reliable pumping solutions to a diverse range of industries including Wastewater, Sugar, Paper, Paint, Oil & Gas, Chemicals & Process, Ceramics, Food & Beverages, Renewable Energy & Power, Mining & Explosives, Marine & Defense. The co. is successfully exporting to more than 50 countries. Head office is in Noida, Uttar Pradesh.",screener
ROUTE,Route Mobile Ltd,Communication Services,Telecom Services,"Route Mobile Limited is a cloud communications platform service provider catering to enterprises, OTT players, and mobile network operators (MNOs). RML's portfolio comprises solutions in Business Messaging, Voice, Email, SMS filtering, analytics, and monetization. Route Mobile Became a part of Proximus Group in May'24",screener
RPEL,Raghav Productivity Enhancers Ltd,Basic Materials,Chemicals,"Incorporated in 2009, Raghav Productivity Enhancers Ltd manufactures ramming mass for induction furnaces and quartz powder. It sells its products under the brand name of “Raghav”.",screener
RPGLIFE,RPG Life Sciences Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 2007, RPG Life Sciences Ltd manufactures and markets Formulations (Finished Dosage Forms) and Active Pharma Ingredients",screener
RPOWER,Reliance Power Ltd,Utilities,Utilities - Independent Power Producers,"Reliance Power has been established to develop, construct and operate power projects both in India as well as internationally. The Company on its own and through its subsidiaries has a large portfolio of power generation capacity, both in operation as well as capacity under development.",screener
RPPINFRA,RPP Infra Projects Ltd,Industrials,Engineering & Construction,"RPP Infra Projects Limited, incorporated in 1995, is engaged in construction across multiple infrastructure verticals like roads, buildings, industrial structures, power, irrigation and waste management.",screener
RPPL,Rajshree Polypack Ltd,Consumer Cyclical,Packaging & Containers,"Incorporated in 2011, Rajshree Polypack Ltd deals in manufacturing and trading of Plastic Packaging Product",screener
RPSGVENT,RPSG Ventures Ltd,Technology,Information Technology Services,"RPSG Ventures Ltd owns and operates a diversified portfolio of businesses including information technology (IT) services, business process management (BPM), fast moving consumer goods (FMCG), Ayurveda formulations, real estate, sports and restaurants. All of its businesses are carried out through various subsidiary companies except of its IT services business.",screener
RPTECH,Rashi Peripherals Ltd,Technology,Electronics & Computer Distribution,"Incorporated in 1989, Rashi Peripherals Ltd operates in ICT product distribution business and after-sale services",screener
RRIL,RRIL Ltd,,,"RIncorporated in 1991, RRIL Ltd is in the business of Textiles and Real Estate Development",screener
RRKABEL,R R Kabel Ltd,Industrials,Electrical Equipment & Parts,"Incorporated in 1995, RR Kabel provides consumer electrical products used for residential, commercial, industrial, and infrastructure purposes in two major segments, namely wires and cables including house wires, industrial wires, power cables, and special cables; and FMEG including fans, lighting, switches, and appliances.",screener
RSDFIN,RSD Finance Ltd,,,"Incorporated in 1963, RSD Finance Ltd is engaged in fund based activities",screener
RSL,RAJPUTANA STAINLESS LTD,Basic Materials,Steel,"Rajputana Stainless Limited manufactures and markets long and flat stainless-steel products under the RSL brand name in India. The company offers billets, forging ingots, rolled black bars, rolled bright bars, flat and patti bars, square bars, hexagonal bars, wire rods, flat bars, round corner squares, and other ancillary products. Its products serve as a raw material for bar processing, seamless pipes, forging, wire manufacturing engineering, casting, fasteners, utensils manufacturing, pump and shaft, and auto industries. The company offers its products through direct sales and traders' network in the United Arab Emirates, the United States, Portugal, South Africa, Czech Republic, Turkey, Kuwait, and Poland. Rajputana Stainless Limited was incorporated in 1991 and is headquartered in Kalol, India.",yfinance
RSSOFTWARE,R S Software (India) Ltd,Technology,Information Technology Services,"Incorporated in 1987, R S Software (India) Ltd provides development, testing and maintenance of software for its clients",screener
RSWM,RSWM Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1960, RSWM Ltd manufactures green fibre, yarn and fabrics",screener
RSYSTEMS,R Systems International Ltd,Technology,Information Technology Services,"R Systems is a leading provider of technology, artificial intelligence, analytics and knowledge services. It partners with customers to enable or elevate their digital transformation with diversified digital offerings including product engineering, cloud enablement, quality assurance testing and digital platforms and solutions.",screener
RTNINDIA,RattanIndia Enterprises Ltd,Consumer Cyclical,Internet Retail,"RattanIndia Enterprises Limited is the flagship company of Rattanindia Group. RattanIndia Enterprises Limited comprises of tech focussed new age businesses including e-commerce, electric vehicles, and drones.",screener
RTNPOWER,RattanIndia Power Ltd,Utilities,Utilities - Independent Power Producers,"RattanIndia Power Limited is one of India’s largest private power generation company, with installed capacity of 2,700 MW thermal power plants at Amravati and Nashik (1,350 MW at each location) in Maharashtra, India.",screener
RUBFILA,Rubfila International Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 1993, Rubfila International Ltd manufactures and sells Heat Resistant Latex Rubber and Paper",screener
RUBICON,Rubicon Research Ltd,Healthcare,Drug Manufacturers - General,"Incorporated in 1999, Rubicon Research Limited is a pharmaceutical company engaged in the development, manufacturing, & commercialization of differentiated formulations.",screener
RUBYMILLS,Ruby Mills Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1917, Ruby Mills Ltd is in the business of Textiles and Real estate",screener
RUCHINFRA,Ruchi Infrastructure Ltd,Industrials,Specialty Business Services,"Incorporated in 1984, Ruchi Infrastructure Ltd is in the business of infrastructural facilities",screener
RUCHIRA,Ruchira Papers Ltd,Basic Materials,Paper & Paper Products,"Incorporated in 1980, Ruchira Papers Ltd manufactures Kraft Paper, and Writing and Printing Paper",screener
RUDRA,Rudra Global Infra Products Ltd,Basic Materials,Steel,"Incorporated in 2011, Rudra Global Ltd manufactures and trades Billets and TMT Bars",screener
RUPA,Rupa & Company Ltd,Consumer Cyclical,Apparel Manufacturing,"Rupa & Company Limited is engaged in the manufacture of knitted apparel, including hosiery. The Company offers textile, leather and other apparel products.",screener
RUSHIL,Rushil Decor Ltd,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Incorporated in 1993, Rushil Decor Ltd manufactures and sells Laminate Sheets, Medium Density Fibre Board, Pre-laminated Medium Density Fibre Board boards, and Polyvinyl Chloride Board",screener
RUSTOMJEE,Keystone Realtors Ltd,Real Estate,Real Estate - Development,"Incorporated in 1995, Keystone Realtors Limited is one of the prominent real estate developers. The company is engaged primarily in the business of real estate construction, development, and other related activities in India",screener
RVHL,Ravinder Heights Ltd,Real Estate,Real Estate - Development,"Incorporated in 2019, Ravindra Heights Ltd is in the business of the Real Estate, township development and housing projects",screener
RVNL,Rail Vikas Nigam Ltd,Industrials,Engineering & Construction,"Rail Vikas Nigam Ltd was Incorporated in 2003 by the Govt. of India, it is engaged in the business of implementing various types of Rail infrastructure projects assigned by MoR including doubling, gauge conversion, new lines, railway electrification, major bridges, workshops, Production Units and sharing of freight revenue with Railways as per the concession agreement entered into with Ministry of Railway.",screener
RVTH,Revathi Equipment India Ltd,Industrials,Farm & Heavy Construction Machinery,"Incorporated in 2020, Revathi Equipment India Ltd designs and manufactures drilling rigs (drilling equipment)",screener
S&SPOWER,S & S Power Switchgear Ltd,Industrials,Electrical Equipment & Parts,"Incorporated in 1975, S&S Power Switchgear Ltd is in the business of Transmission & Distribution of Equipment industry, power sector focused Switchgear, P&C Solutions and associated electrical systems, product, and services.",screener
SAATVIKGL,Saatvik Green Energy Ltd,Technology,Solar,"Incorporated in 2015, Saatvik Green Energy Limited manufactures modules and offers engineering, procurement, and construction.",screener
SADBHAV,Sadbhav Engineering Ltd,Industrials,Engineering & Construction,"Incorporated in 1988, Sadbhav Engineering Ltd is an EPC contractor of road construction, mining and irrigation",screener
SADBHIN,Sadbhav Infrastructure Projects Ltd,Industrials,Engineering & Construction,"Incorporated in 2007, Sadbhav Infrastructure Project Ltd deals in Build Operat and Transfer (BOT)/ Annuity Projects and its related activities",screener
SADHNANIQ,Sadhana Nitro Chem Ltd,Basic Materials,Chemicals,"Incorporated in 1973, Sadhana Nitro Chem Ltd manufactures chemical intermediates, heavy organic chemicals performance chemicals, and wireless network equipment and services",screener
SAFARI,Safari Industries (India) Ltd,Consumer Cyclical,Footwear & Accessories,"Safari Industries is in the business of manufacturing and trading of luggage and luggage accessories. There are two broad categories of luggage i.e hard luggage and soft luggage. Hard luggages are mainly made of PolyPropylene (PP) and Polycarbonate (PC) and manufactured in-house by Safari at its Plant located at Halol, Gujarat. Soft luggages are made of fabrics of various kinds and are mainly imported.",screener
SAGARDEEP,Sagardeep Alloys Ltd,Basic Materials,Copper,"Incorporated in 1972, Sagardeep Alloys Ltd Manufacturing and Trading of Copper and Copper Alloys Products",screener
SAGCEM,Sagar Cements Ltd,Basic Materials,Building Materials,Sagar Cements is engaged in the business of manufacture and sale of cement.,screener
SAGILITY,Sagility Ltd,Healthcare,Health Information Services,"Incorporated in July 2021, Sagility India Limited (formerly Berkmeer India Pvt. Ltd) provides healthcare-focused technology-enabled solutions and services primarily to U.S.-based clients in the payer and provider segments.",screener
SAHLIBHFI,Shalibhadra Finance Ltd,Financial Services,Credit Services,"Incorporated in 1992, Shalibhadra Finance Ltd is in the business of financing",screener
SAHYADRI,Sahyadri Industries Ltd,Industrials,Building Products & Equipment,"Incorporated in 1947, Sahyadri Industries is engaged in production of cement sheets and accessories, trading of steel doors and in generation of wind power electricity",screener
SAIL,Steel Authority of India Ltd,Basic Materials,Steel,"Steel Authority of India Limited (SAIL) is one of the largest steel-making companies in India and one of the Maharatnas of the countrys Central Public Sector Enterprises. SAIL produces iron and steel at five integrated plants and three special steel plants, located principally in the eastern and central regions of India and situated close to domestic sources of raw materials. SAIL manufactures and sells a broad range of steel products.(Source : Company Web-Site)",screener
SAILIFE,Sai Life Sciences Ltd,Healthcare,Diagnostics & Research,"Incorporated in 1999, Sai Life Sciences Ltd carries out contract research and manufacturing activities for customers engaged in pharmaceutical and bio technology industries",screener
SAIPARENT,Sai Parenterals Ltd,Healthcare,Drug Manufacturers - General,"Incorporated in 2001, Sai Parenteral's Ltd. is a diversified pharmaceutical formulations company with expertise in research, development, and manufacturing.",screener
SAKAR,Sakar Healthcare Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 2004, Sakar Healthcare Ltd is in the business of manufacturing Research & Development of Pharmaceutical products",screener
SAKHTISUG,Sakthi Sugars Ltd,Consumer Defensive,Confectioners,"Incorporated in 1961, Sakthi Sugars Ltd manufactures and trades Sugar, Industrial Alcohol, and Power",screener
SAKSOFT,Saksoft Ltd,Technology,Information Technology Services,Saksoft Ltd is engaged in providing business intelligence and information management solutions predominantly to mid-tier companies based out of USA and UK. It was established in 1999 by Autar Krishna and his son Mr Aditya Krishna.,screener
SAKUMA,Sakuma Exports Ltd,Consumer Defensive,Farm Products,"Sakuma Exports Ltd. is engaged in Buying, Processing, Marketing, Exporting bulk agricultural commodities like Sugar, Edible Oils, Oil Seeds, Pulses, Cotton, etc. It also offers innovative financial structured products linked to physical commodities.",screener
SALASAR,Salasar Techno Engineering Ltd,Basic Materials,Steel,"Incorporated in 2006, Salasar Techno Engineering Ltd manufactures and sells Galvanized Steel Structure, and executes EPC projects.",screener
SALONA,Salona Cotspin Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1996, Salona Cotspin Ltd manufactures and sells Textiles",screener
SALSTEEL,S.A.L Steel Ltd,Basic Materials,Steel,"Incorporated in 2003, SAL Steel Ltd does manufacturing of Sponge Iron, Ferro Alloys and Power",screener
SALZERELEC,Salzer Electronics Ltd,Industrials,Electrical Equipment & Parts,"Salzer Electronics Limited is engaged in offering Total and Customised Electrical Solutions in Switchgears, Wires & Cables and Energy Management business. It is also involved in manufacturing CAM Operated Rotary switches & Wire Ducts in India.",screener
SAMBHAAV,Sambhaav Media Ltd,Communication Services,Publishing,"Incorporated in 1990, Sambhaav Media Ltd is in the business of media publishing and broadcasting",screener
SAMBHV,Sambhv Steel Tubes Ltd,Basic Materials,Steel,"Incorporated in 2018, Sambhv Steel Tubes Ltd manufactures finished products, including ERW black pipes and tubes (hollow section) and Galvanized iron (GI) pipes, using intermediate products such as sponge iron, blooms/slabs, and hot rolled (HR) coil.",screener
SAMHI,Samhi Hotels Ltd,Consumer Cyclical,Lodging,"SAMHI is a prominent branded hotel ownership and asset management platform in India. SAMHI has long-term management arrangement with ** Marriott, IHG and Hyatt**.",screener
SAMMAANCAP,Sammaan Capital Ltd,Financial Services,Mortgage Finance,"Indiabulls Housing Finance Ltd, incorporated in 2005, is registered with and regulated by National Housing Bank (NHB) and is engaged in the business of providing home loans and loan against property. It also provides corporate mortgage loan - lease rental discounting and residential construction finance.",screener
SAMPANN,Sampann Utpadan India Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 2012, Sampann Utpadan India Ltd is in the business of energy generation through non- conventional sources, and production of reclaimed rubber",screener
SANATHAN,Sanathan Textiles Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 2005, Sanathan Textiles Ltd manufactures and exports polyester yarn, cotton yarn and yarn for technical textile",screener
SANCO,Sanco Industries Ltd,Industrials,Electrical Equipment & Parts,"Incorporated in 1986, Sanco Industries Ltd manufactures and sells PVC Pipes",screener
SANDESH,Sandesh Ltd,Communication Services,Publishing,"Incorporated in 1943, Sandesh Ltd is in the business of editing, printing, and publishing newspapers and periodicals, and also runs a Gujarati news channel",screener
SANDHAR,Sandhar Technologies Limited,Consumer Cyclical,Auto Parts,Sandhar Technologies Ltd and its joint ventures are primarily engaged in the manufacturing and assembling of automotive components for the automotive industry in India.,screener
SANDUMA,Sandur Manganese & Iron Ores Ltd,Basic Materials,Steel,"The Sandur Manganese & Iron Ores Limited (SMIORE), the flagship company of the Karnataka based Sandur Group, incorporated in 1954. Company is involved in mining of low phosphorous manganese and iron ore in the Hosapete Ballari region of Karnataka. In addition, Company manufactures ferro-alloys (silico-Manganese and ferro manganese) and coke at its plant in Vyasankare, near Hospet. It is the 3rd Largest Manganese ore miner in India.",screener
SANGAMIND,Sangam (India) Ltd,Consumer Cyclical,Textile Manufacturing,"Sangam (India) Limited is engaged in the business of manufacturing and selling of Synthetic Blended, Cotton & Texturised yarn, Fabrics, Denim Fabrics and readymade seamless garment.",screener
SANGHVIMOV,Sanghvi Movers Ltd,Industrials,Rental & Leasing Services,Sanghvi Movers provides medium to heavy duty cranes on rental basis to various private and public sector undertakings. SML’s crane fleet consists of medium to large size hydraulic truck mounted telescopic and lattice boom cranes and crawler lattice boom cranes having a lifting capacity ranging from 20 MT to 1000 MT.,screener
SANGINITA,Sanginita Chemicals Ltd,Basic Materials,Chemicals,"Incorporated in 2005, Sanginita Chemicals Ltd is in the business of manufacturing of chemicals",screener
SANOFI,Sanofi India Ltd,Healthcare,Drug Manufacturers - General,"Sanofi India Limited is amongst the leading multinational companies in the Indian Pharmaceutical Market. It offers a wide array of medicines for therapy areas such as Diabetes, Cardiology, Thrombosis, Central Nervous System and Anti-histamines.",screener
SANOFICONR,Sanofi Consumer Healthcare India Ltd,Healthcare,Drug Manufacturers - General,"Incorporated in 2023, Sanofi Consumer Healthcare India Ltd manufactures and trading of drugs & pharmaceutical products.It is a division of Sanofi, a global pharmaceutical company, focusing on over-the-counter (OTC) and consumer healthcare products.",screener
SANSERA,Sansera Engineering Ltd,Consumer Cyclical,Auto Parts,"Sansera Engineering Ltd is an engineering-led manufacturer of complex and critical precision engineered components across automotive and non - automotive sectors. The company manufactures and supplies a wide range of precision forged and machined components for the automotive sector and for non - automotive sector it manufactures and supplies a wide range of precision components for aerospace, off-road, agriculture, and other segments.",screener
SANSTAR,Sanstar Ltd,Basic Materials,Chemicals,"We are one of the major manufacturers of plant based speciality products and ingredient solutions in India for food, animal nutrition and other industrial applications, with an installed capacity of 1,100 metric tons per day.",screener
SANWARIA,Sanwaria Consumer Ltd,Consumer Defensive,Farm Products,"Incorporated in April 1991, Sanwaria Consumer Ltd manufactures and trades FMCG food products",screener
SAPPHIRE,Sapphire Foods India Ltd,Consumer Cyclical,Restaurants,"Sapphire Foods is one of the largest franchisees of Yum! Brands Inc. in the subcontinent, and operates more than 400 KFC, Pizza Hut, and Taco Bell restaurants across India, Sri Lanka, and the Maldives.",screener
SAPPL,Shree Ajit Pulp and Paper Ltd,,,"Incorporated in 1995, Shree Ajit Pulp And Paper Ltd does manufacturing of Kraft Paper (Testliner / Multilayer Testliner) which is mainly used for manufacturing of corrugated boxes",screener
SARDAEN,Sarda Energy & Minerals Ltd,Basic Materials,Steel,"Incorporated in 1973, Sarda Energy & Minerals Limited (SEML) is the flagship company of Sarda Group and is engaged in the production of steel, ferro alloys and power.",screener
SAREGAMA,Saregama India Ltd,Communication Services,Entertainment,"Saregama is the oldest music label company from India (established 1902, erstwhile ""Gramophone Company of India"" & then ""HMV""). The company is aiming to be a pure-play content company supported by the global consumption boom. Since 2017, Saregama has been making headlines again owing to the launch of two unique initiatives, Saregama Carvaan and Yoodlee Films.",screener
SARLAPOLY,Sarla Performance Fibers Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1993, Sarla Performance Fibers Ltd manufactures various types of polyester and nylon yarns",screener
SARVESHWAR,Sarveshwar Foods Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 2004, Sarveshwar Foods Ltd manufactures basmati rice & other products",screener
SASKEN,Sasken Technologies Ltd,Technology,Information Technology Services,"Established in 1989, Sasken is a specialist in Product Engineering and Digital Transformation providing concept-to-market, chip-to-cognition R&D services to global leaders in Semiconductor, Automotive, Industrials, Consumer Electronics, Enterprise Devices, SatCom, and Transportation industries, etc. Located in India, the company has presence all over the world",screener
SATIA,Satia Industries Ltd,Basic Materials,Paper & Paper Products,"Incorporated in 1980, Satia Industries Ltd is in the business of Writing and Printing Paper, Agriculture, and Cogeneration of Power",screener
SATIN,Satin Creditcare Network Ltd,Financial Services,Credit Services,"Satin Network Limited (SCNL) is a leading microfinance institution (MFI) with presence in 23 states & union territory and 95,000 villages. The company offers a bouquet of financial products in the Non‐MFI segment (comprising loans to MSMEs), a housing finance subsidiary, and business correspondent services and similar services to other financial Institutions through Taraashna Financial Services Limited (TFSL), a business correspondent company and a 100% subsidiary of SCNL.",screener
SAURASHCEM,Saurashtra Cement Ltd,Basic Materials,Building Materials,"Incorporated in 1956, Saurashtra Cement is in the business of manufacturing and selling of Cement and Paints",screener
SAYAJIHOTL,Sayaji Hotels Ltd,Consumer Cyclical,Lodging,"Incorporated in 1982, Sayaji Hotels Ltd is in the business of owning, operating & managing hotels",screener
SBC,SBC Exports Ltd,Industrials,Conglomerates,"Incorporated in 2011, SBC Exports Ltd does trading and Manufacturing of Garments, Manpower Supply and Services & Tour Operator Services",screener
SBCL,Shivalik Bimetal Controls Ltd,Industrials,Metal Fabrication,"Incorporated in 1984, Shivalik Bimetal Control Ltd. manufactures thermostatic bimetal/trimetal strips, components, shunt resistors and clad metals.",screener
SBFC,SBFC Finance Ltd,Financial Services,Credit Services,"Incorporated in 2008, SBFC Finance Limited is a systemically important, NBFC (NBFC-ND-SI) offering Secured MSME Loans and Loans against Gold",screener
SBGLP,Suratwwala Business Group Ltd,Real Estate,Real Estate - Development,"Incorporated in 2008, Suratwwala Business Group Ltd is in the business of construction of residential, commercial, IT Parks, renting of immovable properties and in solar power generating activity, along with other related business auxiliary services",screener
SBICARD,SBI Cards & Payment Services Ltd,Financial Services,Credit Services,"SBI Cards and Payment Services Limited is a non-deposit accepting systemically important nonbanking financial company registered with the RBI. The Company is engaged in issuing credit cards to consumers in India. It is headquartered in Gurgaon, Haryana. It is a subsidiary of India’s largest commercial bank, the State Bank of India.",screener
SBILIFE,SBI Life Insurance Company Ltd,Financial Services,Insurance - Life,SBI Life Insurance Company Ltd is engaged in the business of life insurance and annuity. It was started as a Joint-venture between State Bank of India and BNP Paribas Cardif S.A.,screener
SBIN,State Bank of India,Financial Services,Banks - Regional,"State Bank of India is a Fortune 500 company. It is an Indian Multinational, Public Sector banking and financial services statutory body headquartered in Mumbai. It is the largest and oldest bank in India with over 200 years of history.",screener
SCANSTL,Scan Steels Ltd,,,"Incorporated in 1990, Scan Steels Ltd manufactures steel products and generates power for captive consumption",screener
SCHAEFFLER,Schaeffler India Ltd,Consumer Cyclical,Auto Parts,"Schaeffler India Ltd is engaged in the development, manufacturing and distribution of high-precision roller and ball bearings, engine systems and transmission components, chassis applications, clutch systems and related machine building manufacturing activities.",screener
SCHAND,S Chand & Company Ltd,Communication Services,Publishing,"Incorporated in 1970 and listed in 2016, S Chand & Company is principally engaged in publishing educational books with products ranging from school books, higher academic books, competition and reference books, technical and professional books, and children's books. The company provides its products and services in printed as well as digital forms.",screener
SCHNEIDER,Schneider Electric Infrastructure Ltd,Industrials,Electrical Equipment & Parts,"Schneider Electric Infrastructure Limited, incorporated in 2011, is engaged in the business of manufacturing, designing, building and servicing technologically advanced products and systems for the electricity network.",screener
SCI,Shipping Corporation of India Ltd,Industrials,Marine Shipping,Shipping Corporation of India is engaged involved in business of transporting goods and passengers.,screener
SCILAL,Shipping Corporation of India Land & Assets Ltd,Real Estate,Real Estate Services,"Incorporated in 2021, Shipping Corporation of India Land & Assets Ltd was formed as a wholly owned subsidiary of The Shipping Corporation of India Limited (SCI) with the object of holding and disposing the Non-Core Assets of SCI distinct from the disinvestment transaction",screener
SCODATUBES,Scoda Tubes Ltd,Basic Materials,Steel,"Scoda Tubes Ltd, established in 2008 in Gujarat, India, specializes in manufacturing stainless steel pipes and tubes, including seamless, welded, and U-tube variants.",screener
SCPL,Sheetal Cool Products Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 1987, Sheetal Cool Products Ltd manufactures and sells ice cream, milk and milk products, namkeen, bakery & sweet products",screener
SDBL,Som Distilleries & Breweries Ltd,Consumer Defensive,Beverages - Brewers,"Incorporated in 1993, Som Distilleries & Breweries Ltd. is one of the leading alcoholic beverages manufacturers in India engaged in the manufacturing and sale of Beer and Indian Made Foreign Liquor (IMFL).",screener
SEAMECLTD,SEAMEC Ltd,Industrials,Marine Shipping,"SEAMEC Ltd owns and operates 4 multi-support vessels for the provision of diving services, manned and unmanned subsea operations and related activities. It has also diversified into main fleet shipping vertical by acquiring 3 bulk carriers of various sizes. It owns the largest fleet of multi-functional vessels in India.",screener
SECMARK,Secmark Consultancy Ltd,Industrials,Consulting Services,"Incorporated in 2011, SecMark Consultancy Ltd offers services Consulting, Technology and Outsourcing services to financial market participants",screener
SECURKLOUD,SecureKloud Technologies Ltd,Technology,Software - Application,"Incorporated in 1985, Securekloud Technologies Ltd deals in Enterprise Cloud Transformation services",screener
SEDEMAC,Sedemac Mechatronics Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 2007, SEDEMAC Mechatronics Ltd is a Pune-based technology company specializing in control electronics.",screener
SEIL,Shanti Educational Initiatives Ltd,,,"Shanti Educational Initiatives is engaged in the business of providing education services and related activities. It is a venture of Chiripal Group based in Ahmedabad, India.",screener
SEJALLTD,Sejal Glass Ltd,Industrials,Building Products & Equipment,"Incorporated in 1998, Sejal Glass Ltd is in the business of value addition of glass & glass products",screener
SELMC,SEL Manufacturing Company Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1969, SEL Manufacturing Company Ltd is in the business of manufacturing, processing & trading of yarns, fabrics, ready-made garments and towels",screener
SEMAC,Semac Construction Ltd,Industrials,Engineering & Construction,"Incorporated in 1969, Semac Consultants Ltd is in the business of engineering & consultancy for commercial and industrial projects",screener
SENCO,Senco Gold Ltd,Consumer Cyclical,Luxury Goods,"Incorporated in 1994, Senco Gold Limited is a Pan-India jewelry retailer and is the largest organized jewelry retail player in the Eastern region of India based on the number of stores",screener
